Arc_ID	Net_ID	from_N	to_N	cost	low	up
A120	N001	N18	N32	5.47	0	6
A121	N001	N18	N24	15.62	0	7
A122	N001	N18	N27	10.93	0	6
A123	N001	N18	N31	13.0	0	9
A124	N001	N18	N28	19.35	0	9
A125	N001	N19	N22	152.52	0	1000
A126	N001	N19	N30	20.89	0	9
A127	N001	N19	N23	1.51	0	9
A128	N001	N19	N28	15.79	0	5
A129	N001	N19	N29	12.55	0	5
A130	N001	N19	N27	6.24	0	7
A131	N001	N20	N22	156.1	0	1000
A132	N001	N20	N31	37.44	0	5
A133	N001	N20	N27	13.6	0	8
A134	N001	N20	N28	8.08	0	5
A135	N001	N20	N28	13.34	0	9
A136	N001	N20	N23	14.73	0	8
A137	N001	N21	N22	182.45	0	1000
A138	N001	N21	N32	22.02	0	9
A139	N001	N21	N24	18.42	0	8
A140	N001	N21	N29	15.01	0	7
A141	N001	N21	N27	6.99	0	8
A142	N001	N21	N28	5.0	0	8
A143	N001	N21	N25	6.36	0	7
A144	N001	N22	N34	49.36	0	1000
A145	N001	N22	N35	35.83	0	1000
A146	N001	N22	N36	42.4	0	1000
A147	N001	N22	N37	43.21	0	1000
A148	N001	N22	N38	49.84	0	1000
A149	N001	N22	N39	43.91	0	1000
A150	N001	N22	N40	48.18	0	1000
A151	N001	N22	N41	47.85	0	1000
A152	N001	N22	N42	32.52	0	1000
A153	N001	N22	N43	49.91	0	1000
A154	N001	N23	N33	148.95	0	1000
A155	N001	N23	N34	32.4	0	7
A156	N001	N23	N37	3.79	0	8
A157	N001	N23	N43	10.17	0	8
A158	N001	N23	N40	18.26	0	6
A159	N001	N23	N42	6.16	0	9
A160	N001	N24	N33	180.13	0	1000
A161	N001	N24	N35	37.3	0	9
A162	N001	N24	N41	18.13	0	9
A163	N001	N24	N43	12.48	0	7
A164	N001	N24	N37	13.56	0	6
A165	N001	N24	N42	18.98	0	6
A166	N001	N24	N34	14.67	0	5
A167	N001	N25	N33	162.78	0	1000
A168	N001	N25	N36	21.64	0	7
A169	N001	N25	N43	4.47	0	8
A170	N001	N25	N40	9.86	0	9
A171	N001	N25	N37	11.6	0	7
A172	N001	N25	N40	8.42	0	9
A173	N001	N25	N42	17.65	0	9
A174	N001	N26	N33	118.61	0	1000
A175	N001	N26	N37	24.64	0	5
A176	N001	N26	N36	13.59	0	9
A177	N001	N26	N35	1.56	0	9
A178	N001	N26	N42	5.36	0	5
A179	N001	N26	N38	2.69	0	9
A180	N001	N27	N33	160.69	0	1000
A181	N001	N27	N38	27.72	0	5
A182	N001	N27	N34	10.71	0	7
A183	N001	N27	N39	3.01	0	9
A184	N001	N27	N37	1.33	0	8
A185	N001	N27	N36	0.64	0	8
A186	N001	N28	N33	173.8	0	1000
A187	N001	N28	N39	38.95	0	6
A188	N001	N28	N36	10.28	0	6
A189	N001	N28	N38	13.33	0	5
A190	N001	N28	N36	6.06	0	5
A191	N001	N28	N41	19.72	0	5
A192	N001	N29	N33	123.72	0	1000
A193	N001	N29	N40	23.15	0	7
A194	N001	N29	N43	3.26	0	5
A195	N001	N29	N41	11.12	0	5
A196	N001	N29	N36	13.62	0	9
A197	N001	N29	N34	13.12	0	6
A198	N001	N29	N38	2.29	0	6
A199	N001	N30	N33	129.98	0	1000
A200	N001	N30	N41	29.43	0	5
A201	N001	N30	N37	11.84	0	6
A202	N001	N30	N36	3.74	0	8
A203	N001	N30	N39	7.02	0	7
A204	N001	N30	N35	19.93	0	6
A205	N001	N31	N33	115.91	0	1000
A206	N001	N31	N42	32.75	0	5
A207	N001	N31	N35	2.53	0	9
A208	N001	N31	N41	16.92	0	7
A209	N001	N31	N35	16.66	0	8
A210	N001	N31	N39	11.45	0	5
A211	N001	N32	N33	188.12	0	1000
A212	N001	N32	N43	26.63	0	8
A213	N001	N32	N35	18.4	0	9
A214	N001	N32	N36	14.71	0	9
A215	N001	N32	N37	2.52	0	6
A216	N001	N32	N39	4.22	0	9
A217	N001	N32	N40	13.42	0	6
