404	100	3
NodeKey	NetKey	Supply	Demand	Shortage	Overage
N243	N001	0	12	0.0	0.0
N244	N001	0	20	0.0	0.0
N245	N001	0	23	0.0	0.0
N246	N001	0	22	0.0	0.0
N247	N001	0	11	0.0	0.0
N248	N001	0	29	0.0	0.0
N249	N001	0	16	0.0	0.0
N250	N001	0	29	0.0	0.0
N251	N001	0	18	0.0	0.0
N252	N001	0	10	0.0	0.0
N253	N001	0	17	0.0	0.0
N254	N001	0	11	0.0	0.0
N255	N001	0	22	0.0	0.0
N256	N001	0	13	0.0	0.0
N257	N001	0	10	0.0	0.0
N258	N001	0	13	0.0	0.0
N259	N001	0	13	0.0	0.0
N260	N001	0	23	0.0	0.0
N261	N001	0	27	0.0	0.0
N262	N001	0	18	0.0	0.0
N263	N001	0	19	0.0	0.0
N264	N001	0	19	0.0	0.0
N265	N001	0	19	0.0	0.0
N266	N001	0	24	0.0	0.0
N267	N001	0	13	0.0	0.0
N268	N001	0	19	0.0	0.0
N269	N001	0	26	0.0	0.0
N270	N001	0	15	0.0	0.0
N271	N001	0	12	0.0	0.0
N272	N001	0	16	0.0	0.0
N273	N001	0	13	0.0	0.0
N274	N001	0	28	0.0	0.0
N275	N001	0	14	0.0	0.0
N276	N001	0	21	0.0	0.0
N277	N001	0	10	0.0	0.0
N278	N001	0	18	0.0	0.0
N279	N001	0	12	0.0	0.0
N280	N001	0	24	0.0	0.0
N281	N001	0	25	0.0	0.0
N282	N001	0	29	0.0	0.0
N283	N001	0	26	0.0	0.0
N284	N001	0	12	0.0	0.0
N285	N001	0	11	0.0	0.0
N286	N001	0	10	0.0	0.0
N287	N001	0	10	0.0	0.0
N288	N001	0	29	0.0	0.0
N289	N001	0	27	0.0	0.0
N290	N001	0	16	0.0	0.0
N291	N001	0	25	0.0	0.0
N292	N001	0	19	0.0	0.0
N293	N001	0	26	0.0	0.0
N294	N001	0	14	0.0	0.0
N295	N001	0	11	0.0	0.0
N296	N001	0	18	0.0	0.0
N297	N001	0	18	0.0	0.0
N298	N001	0	13	0.0	0.0
N299	N001	0	18	0.0	0.0
N300	N001	0	22	0.0	0.0
N301	N001	0	11	0.0	0.0
N302	N001	0	21	0.0	0.0
N303	N001	0	19	0.0	0.0
N304	N001	0	18	0.0	0.0
N305	N001	0	10	0.0	0.0
N306	N001	0	22	0.0	0.0
N307	N001	0	26	0.0	0.0
N308	N001	0	27	0.0	0.0
N309	N001	0	27	0.0	0.0
N310	N001	0	22	0.0	0.0
N311	N001	0	22	0.0	0.0
N312	N001	0	23	0.0	0.0
N313	N001	0	24	0.0	0.0
N314	N001	0	18	0.0	0.0
N315	N001	0	13	0.0	0.0
N316	N001	0	26	0.0	0.0
N317	N001	0	24	0.0	0.0
N318	N001	0	15	0.0	0.0
N319	N001	0	12	0.0	0.0
N320	N001	0	26	0.0	0.0
N321	N001	0	27	0.0	0.0
N322	N001	0	21	0.0	0.0
N323	N001	0	25	0.0	0.0
N324	N001	0	17	0.0	0.0
N325	N001	0	15	0.0	0.0
N326	N001	0	14	0.0	0.0
N327	N001	0	12	0.0	0.0
N328	N001	0	15	0.0	0.0
N329	N001	0	19	0.0	0.0
N330	N001	0	28	0.0	0.0
N331	N001	0	27	0.0	0.0
N332	N001	0	16	0.0	0.0
N333	N001	0	28	0.0	0.0
N334	N001	0	28	0.0	0.0
N335	N001	0	10	0.0	0.0
N336	N001	0	13	0.0	0.0
N337	N001	0	20	0.0	0.0
N338	N001	0	27	0.0	0.0
N339	N001	0	28	0.0	0.0
N340	N001	0	10	0.0	0.0
N341	N001	0	13	0.0	0.0
N342	N001	0	12	0.0	0.0
N343	N001	0	18	0.0	0.0
N344	N001	0	23	0.0	0.0
N345	N001	0	25	0.0	0.0
N346	N001	0	25	0.0	0.0
N347	N001	0	17	0.0	0.0
N348	N001	0	13	0.0	0.0
N349	N001	0	27	0.0	0.0
N350	N001	0	23	0.0	0.0
N351	N001	0	11	0.0	0.0
N352	N001	0	24	0.0	0.0
N353	N001	0	25	0.0	0.0
N354	N001	0	29	0.0	0.0
N355	N001	0	12	0.0	0.0
N356	N001	0	14	0.0	0.0
N357	N001	0	22	0.0	0.0
N358	N001	0	18	0.0	0.0
N359	N001	0	20	0.0	0.0
N360	N001	0	19	0.0	0.0
N361	N001	0	25	0.0	0.0
N362	N001	0	22	0.0	0.0
N363	N001	0	22	0.0	0.0
N364	N001	0	20	0.0	0.0
N365	N001	0	28	0.0	0.0
N366	N001	0	21	0.0	0.0
N367	N001	0	23	0.0	0.0
N368	N001	0	25	0.0	0.0
N369	N001	0	23	0.0	0.0
N370	N001	0	20	0.0	0.0
N371	N001	0	17	0.0	0.0
N372	N001	0	16	0.0	0.0
N373	N001	0	10	0.0	0.0
N374	N001	0	11	0.0	0.0
N375	N001	0	20	0.0	0.0
N376	N001	0	11	0.0	0.0
N377	N001	0	13	0.0	0.0
N378	N001	0	15	0.0	0.0
N379	N001	0	11	0.0	0.0
N380	N001	0	16	0.0	0.0
N381	N001	0	15	0.0	0.0
N382	N001	0	16	0.0	0.0
N383	N001	0	20	0.0	0.0
N384	N001	0	16	0.0	0.0
N385	N001	0	14	0.0	0.0
N386	N001	0	18	0.0	0.0
N387	N001	0	24	0.0	0.0
N388	N001	0	13	0.0	0.0
N389	N001	0	27	0.0	0.0
N390	N001	0	17	0.0	0.0
N391	N001	0	27	0.0	0.0
N392	N001	0	19	0.0	0.0
N393	N001	0	28	0.0	0.0
N394	N001	0	16	0.0	0.0
N395	N001	0	17	0.0	0.0
N396	N001	0	26	0.0	0.0
N397	N001	0	18	0.0	0.0
N398	N001	0	27	0.0	0.0
N399	N001	0	13	0.0	0.0
N400	N001	0	23	0.0	0.0
N401	N001	0	10	0.0	0.0
N402	N001	0	28	0.0	0.0
N403	N001	0	22	0.0	0.0
