546	90	5
NodeKey	NetKey	Supply	Demand	Shortage	Overage
N331	N001	0	21	0.0	0.0
N332	N001	0	20	0.0	0.0
N333	N001	0	19	0.0	0.0
N334	N001	0	28	0.0	0.0
N335	N001	0	20	0.0	0.0
N336	N001	0	15	0.0	0.0
N337	N001	0	14	0.0	0.0
N338	N001	0	28	0.0	0.0
N339	N001	0	11	0.0	0.0
N340	N001	0	23	0.0	0.0
N341	N001	0	27	0.0	0.0
N342	N001	0	28	0.0	0.0
N343	N001	0	21	0.0	0.0
N344	N001	0	14	0.0	0.0
N345	N001	0	10	0.0	0.0
N346	N001	0	25	0.0	0.0
N347	N001	0	21	0.0	0.0
N348	N001	0	16	0.0	0.0
N349	N001	0	10	0.0	0.0
N350	N001	0	19	0.0	0.0
N351	N001	0	22	0.0	0.0
N352	N001	0	15	0.0	0.0
N353	N001	0	26	0.0	0.0
N354	N001	0	10	0.0	0.0
N355	N001	0	23	0.0	0.0
N356	N001	0	18	0.0	0.0
N357	N001	0	26	0.0	0.0
N358	N001	0	12	0.0	0.0
N359	N001	0	15	0.0	0.0
N360	N001	0	12	0.0	0.0
N361	N001	0	26	0.0	0.0
N362	N001	0	23	0.0	0.0
N363	N001	0	26	0.0	0.0
N364	N001	0	13	0.0	0.0
N365	N001	0	18	0.0	0.0
N366	N001	0	22	0.0	0.0
N367	N001	0	22	0.0	0.0
N368	N001	0	17	0.0	0.0
N369	N001	0	10	0.0	0.0
N370	N001	0	14	0.0	0.0
N371	N001	0	20	0.0	0.0
N372	N001	0	11	0.0	0.0
N373	N001	0	20	0.0	0.0
N374	N001	0	16	0.0	0.0
N375	N001	0	11	0.0	0.0
N376	N001	0	25	0.0	0.0
N377	N001	0	16	0.0	0.0
N378	N001	0	28	0.0	0.0
N379	N001	0	25	0.0	0.0
N380	N001	0	22	0.0	0.0
N381	N001	0	21	0.0	0.0
N382	N001	0	12	0.0	0.0
N383	N001	0	24	0.0	0.0
N384	N001	0	28	0.0	0.0
N385	N001	0	15	0.0	0.0
N386	N001	0	29	0.0	0.0
N387	N001	0	28	0.0	0.0
N388	N001	0	22	0.0	0.0
N389	N001	0	20	0.0	0.0
N390	N001	0	14	0.0	0.0
N391	N001	0	20	0.0	0.0
N392	N001	0	28	0.0	0.0
N393	N001	0	15	0.0	0.0
N394	N001	0	15	0.0	0.0
N395	N001	0	23	0.0	0.0
N396	N001	0	20	0.0	0.0
N397	N001	0	20	0.0	0.0
N398	N001	0	21	0.0	0.0
N399	N001	0	28	0.0	0.0
N400	N001	0	17	0.0	0.0
N401	N001	0	14	0.0	0.0
N402	N001	0	13	0.0	0.0
N403	N001	0	17	0.0	0.0
N404	N001	0	10	0.0	0.0
N405	N001	0	28	0.0	0.0
N406	N001	0	15	0.0	0.0
N407	N001	0	28	0.0	0.0
N408	N001	0	28	0.0	0.0
N409	N001	0	28	0.0	0.0
N410	N001	0	21	0.0	0.0
N411	N001	0	16	0.0	0.0
N412	N001	0	13	0.0	0.0
N413	N001	0	28	0.0	0.0
N414	N001	0	14	0.0	0.0
N415	N001	0	11	0.0	0.0
N416	N001	0	23	0.0	0.0
N417	N001	0	18	0.0	0.0
N418	N001	0	19	0.0	0.0
N419	N001	0	10	0.0	0.0
N420	N001	0	20	0.0	0.0
N421	N001	0	25	0.0	0.0
N422	N001	0	15	0.0	0.0
N423	N001	0	10	0.0	0.0
N424	N001	0	25	0.0	0.0
N425	N001	0	25	0.0	0.0
N426	N001	0	17	0.0	0.0
N427	N001	0	22	0.0	0.0
N428	N001	0	18	0.0	0.0
N429	N001	0	27	0.0	0.0
N430	N001	0	17	0.0	0.0
N431	N001	0	11	0.0	0.0
N432	N001	0	29	0.0	0.0
N433	N001	0	28	0.0	0.0
N434	N001	0	15	0.0	0.0
N435	N001	0	23	0.0	0.0
N436	N001	0	25	0.0	0.0
N437	N001	0	24	0.0	0.0
N438	N001	0	11	0.0	0.0
N439	N001	0	28	0.0	0.0
N440	N001	0	18	0.0	0.0
N441	N001	0	12	0.0	0.0
N442	N001	0	23	0.0	0.0
N443	N001	0	16	0.0	0.0
N444	N001	0	10	0.0	0.0
N445	N001	0	18	0.0	0.0
N446	N001	0	14	0.0	0.0
N447	N001	0	12	0.0	0.0
N448	N001	0	20	0.0	0.0
N449	N001	0	29	0.0	0.0
N450	N001	0	12	0.0	0.0
N451	N001	0	14	0.0	0.0
N452	N001	0	12	0.0	0.0
N453	N001	0	28	0.0	0.0
N454	N001	0	11	0.0	0.0
N455	N001	0	15	0.0	0.0
N456	N001	0	22	0.0	0.0
N457	N001	0	25	0.0	0.0
N458	N001	0	22	0.0	0.0
N459	N001	0	20	0.0	0.0
N460	N001	0	17	0.0	0.0
N461	N001	0	16	0.0	0.0
N462	N001	0	18	0.0	0.0
N463	N001	0	24	0.0	0.0
N464	N001	0	10	0.0	0.0
N465	N001	0	23	0.0	0.0
N466	N001	0	21	0.0	0.0
N467	N001	0	15	0.0	0.0
N468	N001	0	20	0.0	0.0
N469	N001	0	19	0.0	0.0
N470	N001	0	12	0.0	0.0
N471	N001	0	17	0.0	0.0
N472	N001	0	19	0.0	0.0
N473	N001	0	24	0.0	0.0
N474	N001	0	29	0.0	0.0
N475	N001	0	22	0.0	0.0
N476	N001	0	14	0.0	0.0
N477	N001	0	23	0.0	0.0
N478	N001	0	26	0.0	0.0
N479	N001	0	29	0.0	0.0
N480	N001	0	19	0.0	0.0
N481	N001	0	22	0.0	0.0
N482	N001	0	23	0.0	0.0
N483	N001	0	29	0.0	0.0
N484	N001	0	29	0.0	0.0
N485	N001	0	10	0.0	0.0
N486	N001	0	29	0.0	0.0
N487	N001	0	19	0.0	0.0
N488	N001	0	14	0.0	0.0
N489	N001	0	27	0.0	0.0
N490	N001	0	29	0.0	0.0
N491	N001	0	24	0.0	0.0
N492	N001	0	17	0.0	0.0
N493	N001	0	19	0.0	0.0
N494	N001	0	11	0.0	0.0
N495	N001	0	21	0.0	0.0
N496	N001	0	23	0.0	0.0
N497	N001	0	19	0.0	0.0
N498	N001	0	23	0.0	0.0
N499	N001	0	22	0.0	0.0
N500	N001	0	15	0.0	0.0
N501	N001	0	24	0.0	0.0
N502	N001	0	12	0.0	0.0
N503	N001	0	24	0.0	0.0
N504	N001	0	25	0.0	0.0
N505	N001	0	18	0.0	0.0
N506	N001	0	27	0.0	0.0
N507	N001	0	15	0.0	0.0
N508	N001	0	13	0.0	0.0
N509	N001	0	20	0.0	0.0
N510	N001	0	15	0.0	0.0
N511	N001	0	15	0.0	0.0
N512	N001	0	11	0.0	0.0
N513	N001	0	26	0.0	0.0
N514	N001	0	25	0.0	0.0
N515	N001	0	11	0.0	0.0
N516	N001	0	24	0.0	0.0
N517	N001	0	20	0.0	0.0
N518	N001	0	13	0.0	0.0
N519	N001	0	23	0.0	0.0
N520	N001	0	18	0.0	0.0
N521	N001	0	27	0.0	0.0
N522	N001	0	24	0.0	0.0
N523	N001	0	29	0.0	0.0
N524	N001	0	13	0.0	0.0
N525	N001	0	25	0.0	0.0
N526	N001	0	23	0.0	0.0
N527	N001	0	20	0.0	0.0
N528	N001	0	14	0.0	0.0
N529	N001	0	21	0.0	0.0
N530	N001	0	22	0.0	0.0
N531	N001	0	26	0.0	0.0
N532	N001	0	26	0.0	0.0
N533	N001	0	11	0.0	0.0
N534	N001	0	26	0.0	0.0
N535	N001	0	28	0.0	0.0
N536	N001	0	20	0.0	0.0
N537	N001	0	17	0.0	0.0
N538	N001	0	25	0.0	0.0
N539	N001	0	11	0.0	0.0
N540	N001	0	11	0.0	0.0
N541	N001	0	13	0.0	0.0
N542	N001	0	14	0.0	0.0
N543	N001	0	14	0.0	0.0
N544	N001	0	23	0.0	0.0
N545	N001	0	29	0.0	0.0
