3	6202.34	6202.34	6202.34	6202.34	6202.34	0.02	0.36	0.17	0.11	1.41
4	3726.22	3706.52	3677.15	3706.52	3719.94	0.24	0.48	0.36	0.32	0.65
5	5546.79	5537.06	5531.44	5531.05	5533.28	0.13	0.46	0.4	0.32	0.67
6	3853.61	3836.46	3828.59	3828.59	3853.59	0.02	0.48	0.25	0.39	0.94

7	4251.42	4229.78	4229.78	4212.3	4229.86	0.24	0.8	0.36	0.48	1.08
8	5816.76	5805.5	5796.95	5803.47	5813.7	0.09	0.67	0.32	0.55	0.96
9	4977.56	4974.9	4971.97	4974.9	4975.72	0.02	0.7	0.35	0.51	1.22
10	3989.71	3980.89	3935.33	3981.76	3982.54	0.02	0.8	0.41	0.53	1.61
11	4570.89	4554.52	4560.41	4542.51	4560.69	0.24	0.93	0.43	0.7	1.53

1	7388.4	7151.89	7378.94	7021.3	7378.94	0.23	0.47	0.15	0.19	0.59
2	4466.77	4429.41	4429.41	4306.69	4455.97	0.01	0.29	0.2	0.38	0.47
3	6202.34	6202.34	6202.34	6202.34	6202.34	0.01	0.44	0.17	0.12	1.6
4	3726.22	3720.7	3706.52	3706.52	3719.94	0.08	0.39	0.19	0.29	0.62
5	5546.79	5537.06	5531.44	5531.05	5533.28	0.01	0.44	0.22	0.32	0.68
6	3853.61	3832.3	3853.59	3834.19	3853.59	0.02	0.5	0.25	0.38	0.9
7	4251.42	4229.78	4198.35	4174.55	4234.66	0.02	0.55	0.26	0.4	1.06
8	5816.76	5803.47	5794.34	5802.87	5813.7	0.02	0.64	0.31	0.46	0.96
9	4977.56	4971.97	4967.35	4971.97	4975.72	0.04	0.73	0.36	0.55	1.27
10	3989.71	3961.33	3935.33	3981.76	3982.54	0.03	0.86	0.45	0.49	1.43
11	4570.89	4545.72	4550.97	4552.19	4545.63	0.03	0.93	0.47	0.47	1.36

1	7388.4	7151.89	7378.94	7151.89	7378.94	0.24	0.51	0.97	1.4	0.59
2	4466.77	4429.41	4429.41	4429.41	4455.97	0.02	0.3	0.99	1.65	0.47
3	6202.34	6202.34	6202.34	6202.34	6202.34	0.02	0.36	1.22	0.67	1.43
4	3726.22	3720.7	3706.52	3706.52	3719.94	0.09	0.4	1.29	2.21	0.61
5	5546.79	5537.06	5531.44	5537.06	5533.28	0.01	0.42	1.52	2.65	0.66
6	3853.61	3832.3	3853.59	3834.19	3853.59	0.02	0.58	1.73	2.81	0.99
7	4251.42	4229.78	4198.35	4229.78	4234.66	0.01	0.57	2.09	3.16	1.09
8	5816.76	5803.47	5794.34	5803.47	5813.7	0.03	0.66	2.35	3.68	0.94
9	4977.56	4971.97	4967.35	4971.97	4975.72	0.01	0.72	2.45	3.78	1.24
10	3989.71	3961.33	3935.33	3981.76	3982.54	0.02	0.8	2.88	4.05	1.47
11	4570.89	4545.72	4557.47	4552.19	4545.63	0.01	1.01	3.17	5.02	1.33

1	7388.4	7151.89	7378.94	7151.89	7378.94	0.28	0.52	2.73	1.54	0.72

1	7388.4	7388.4	7388.4	7388.4	7378.94	0.25	0.0	0.0	0.0	0.88

1	7388.4	7388.4	7388.4	7388.4	6617.63	0.25	0.0	0.0	0.0	0.19

1	7388.4	7388.4	7388.4	7388.4	6617.63	0.27	0.0	0.0	0.0	0.19

1	7388.4	7388.4	7388.4	7388.4	7378.94	0.23	0.0	0.0	0.0	3.95

1	7388.4	7388.4	7388.4	7388.4	7021.3	0.4	0.0	0.0	0.0	2.26

1	7388.4	7388.4	7388.4	7388.4	7021.3	0.26	0.0	0.0	0.0	2.25

1	7388.4	7388.4	7388.4	7388.4	7021.3	0.23	0.0	0.0	0.0	2.42

1	7388.4	7388.4	7388.4	7388.4	7021.3	0.29	0.0	0.0	0.0	2.33

1	7388.4	7388.4	7388.4	7388.4	7021.3	0.24	0.0	0.0	0.0	2.34

1	7388.4	7388.4	7388.4	7388.4	7021.3	0.31	0.0	0.0	0.0	2.25

1	7388.4	7388.4	7388.4	7388.4	7021.3	0.29	0.0	0.0	0.0	2.39

1	7388.4	7388.4	7388.4	7388.4	6617.63	0.24	0.0	0.0	0.0	0.47

1	7388.4	7388.4	7388.4	7388.4	6617.63	0.26	0.0	0.0	0.0	0.5

1	7388.4	7388.4	7388.4	7388.4	6617.63	0.24	0.0	0.0	0.0	0.59

1	7388.4	7388.4	7388.4	7388.4	6617.63	0.26	0.0	0.0	0.0	0.5
2	4466.77	4466.77	4466.77	4466.77	3795.04	0.01	0.0	0.0	0.0	0.37
3	6202.34	6202.34	6202.34	6202.34	5131.93	0.02	0.0	0.0	0.0	0.23
4	3726.22	3726.22	3726.22	3726.22	3120.49	0.09	0.0	0.0	0.0	0.42
5	5546.79	5546.79	5546.79	5546.79	4684.75	0.0	0.0	0.0	0.0	0.37
6	3853.61	3853.61	3853.61	3853.61	2911.88	0.01	0.0	0.0	0.0	0.47
7	4251.42	4251.42	4251.42	4251.42	3704.34	0.02	0.0	0.0	0.0	0.67
8	5816.76	5816.76	5816.76	5816.76	4875.07	0.02	0.0	0.0	0.0	0.56
9	4977.56	4977.56	4977.56	4977.56	4041.88	0.03	0.0	0.0	0.0	0.49
10	3989.71	3989.71	3989.71	3989.71	3549.03	0.01	0.0	0.0	0.0	0.62
11	4570.89	4570.89	4570.89	4570.89	3687.22	0.06	0.0	0.0	0.0	1.09
12	0.0	0.0	0.0	0.0	-2.147483648E7	0.0	0.0	0.0	0.0	0.04
13	0.0	0.0	0.0	0.0	-2.147483648E7	0.01	0.0	0.0	0.0	0.0
14	0.0	0.0	0.0	0.0	-2.147483648E7	0.01	0.0	0.0	0.0	0.0
15	0.0	0.0	0.0
1	7388.4	7388.4	7388.4	7388.4	6746.37	0.32	0.0	0.0	0.0	0.52
2	4466.77	4466.77	4466.77	4466.77	4318.0	0.01	0.0	0.0	0.0	0.38
3	6202.34	6202.34	6202.34	6202.34	6183.23	0.02	0.0	0.0	0.0	0.27
4	3726.22	3726.22	3726.22	3726.22	3677.15	0.08	0.0	0.0	0.0	0.28
5	5546.79	5546.79	5546.79	5546.79	5509.58	0.02	0.0	0.0	0.0	0.34
6	3853.61	3853.61	3853.61	3853.61	3815.47	0.01	0.0	0.0	0.0	0.4
7	4251.42	4251.42	4251.42	4251.42	4212.3	0.02	0.0	0.0	0.0	0.57
8	5816.76	5816.76	5816.76	5816.76	5777.67	0.02	0.0	0.0	0.0	0.54
9	4977.56	4977.56	4977.56	4977.56	4881.29	0.02	0.0	0.0	0.0	0.54
10	3989.71	3989.71	3989.71	3989.71	3878.11	0.02	0.0	0.0	0.0	0.8
11	4570.89	4570.89	4570.89	4570.89	4542.51	0.04	0.0	0.0	0.0	0.7

1	7388.4	7388.4	7388.4	7388.4	6746.37	0.43	0.0	0.0	0.0	0.62

1	7388.4	7388.4	7388.4	7388.4	6746.37	0.26	0.0	0.0	0.0	0.83

1	7388.4	7388.4	7388.4	7388.4	6617.63	0.32	0.0	0.0	0.0	0.91

1	7388.4	7388.4	7388.4	7388.4
1
1	7388.4	7388.4	7388.4	7388.4	7378.94	0.22	0.0	0.0	0.0	0.82

1	7388.4	7388.4	7388.4	7388.4
1	7388.4	7388.4	7388.4	7388.4	7378.94	0.23	0.0	0.0	0.0	0.32

1	7388.4	7388.4	7388.4	7388.4	7378.94	0.49	0.0	0.0	0.0	0.79

1	7388.4	7388.4	7388.4	7388.4	7378.94	0.24	0.0	0.0	0.0	0.31

1	7388.4	7388.4	7388.4	7388.4	7378.94	0.27	0.0	0.0	0.0	0.26
2	4466.77	4466.77	4466.77	4466.77	4455.97	0.02	0.0	0.0	0.0	0.33
3	6202.34	6202.34	6202.34	6202.34	6202.34	0.02	0.0	0.0	0.0	0.2
4	3726.22	3726.22	3726.22	3726.22	3724.34	0.09	0.0	0.0	0.0	0.36
5	5546.79	5546.79	5546.79	5546.79	5532.34	0.01	0.0	0.0	0.0	0.28
6	3853.61	3853.61	3853.61	3853.61	3853.59	0.01	0.0	0.0	0.0	0.3
7	4251.42	4251.42	4251.42	4251.42	4247.94	0.02	0.0	0.0	0.0	0.33
8	5816.76	5816.76	5816.76	5816.76	5802.77	0.02	0.0	0.0	0.0	0.36
9	4977.56	4977.56	4977.56	4977.56	4966.94	0.03	0.0	0.0	0.0	0.42
10	3989.71	3989.71	3989.71	3989.71	3982.54	0.01	0.0	0.0	0.0	0.44
11	4570.89	4570.89	4570.89	4570.89	4563.67	0.03	0.0	0.0	0.0	0.56

1	7388.4	7378.94
1	7388.4	7378.94	7378.94	7378.94	7378.94	0.24	0.23	0.77	1.17	0.16

1	7388.4	7378.94	7378.94	7378.94	7378.94	0.25	0.27	2.04	1.2	0.16

1	7388.4	7378.94	7378.94	7378.94	7378.94	0.24	0.23	0.77	1.12	0.16

1	45.0	45.0	45.0	45.0	45.0	0.4	0.18	1.19	0.27	0.1

1	45.0	45.0	45.0	45.0	45.0	0.42	0.21	1.17	0.13	0.1

1	45.0	45.0	45.0	45.0	45.0	0.41	0.34	1.15	0.14	0.11

1	45.0	45.0	45.0	45.0	45.0	0.4	0.21	1.22	0.36	0.11

1	45.0	45.0	45.0	45.0	45.0	0.43	0.2	0.5	0.16	0.11

1	45.0	45.0	45.0	45.0	45.0	0.65	0.1	0.55	0.12	0.14

1	45.0	45.0	45.0	45.0	45.0	0.24	0.1	0.32	0.11	0.3

1	7388.4	7148.27	7272.42	7021.3	6746.37	0.38	0.17	0.41	0.26	0.1

1	7388.39	7148.27	7272.42	7021.29	6746.36	0.7	0.16	0.55	0.25	0.1

1	7388.39	7148.27	7272.42	7021.29	6746.36	0.42	0.31	1.33	0.94	1.0

1	7388.4	7148.27	7272.42	7021.3	6746.37	0.49	0.27	1.32	0.83	0.62

1	5123.1	5123.1	5123.1	5123.1	5073.66	0.62	0.28	1.09	0.12	0.14

1	5123.1	5123.1	5123.1	5123.1	5073.66	0.38	0.1	0.54	0.3	0.12

1	7040.53	7040.53	7040.53	7040.53	5978.81	0.43	0.09	0.54	0.1	0.15

1	397.09	393.76	393.76	393.76	393.76	0.43	0.1	0.65	0.55	0.63

1	397.09	393.76	393.76	393.76	393.76	0.41	0.23	0.66	0.56	0.63

1	397.09	393.76	393.76	393.76	393.76	0.56	0.1	1.11	0.64	0.73

1	397.09	390.61	390.61	390.61	390.61	0.42	0.13	1.06	0.65	0.73

1	397.09	390.61	390.61	390.61	395.23	0.23	0.11	1.18	0.95	0.73

1	397.09	390.61	390.61	390.61	395.23	0.26	0.11	1.15	0.67	0.13

1	397.09	390.61	390.61	390.61	395.23	0.39	0.08	0.54	0.55	0.3

1	397.09	390.61	390.61	390.61	390.61	0.23	0.12	1.55	0.62	0.69

1	397.09	390.61	390.61	390.61	390.61	0.24	0.12	1.17	1.25	0.7

1	397.09	397.09	397.09	397.09	393.76	0.43	0.0	0.0	0.0	0.94

1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09	393.76	0.25	0.0	0.0	0.0	1.02

1	397.09	397.09	397.09	397.09	393.76	0.23	0.0	0.0	0.0	0.92

1	397.09	397.09	397.09	397.09	393.76	0.24	0.0	0.0	0.0	1.13

1	397.09	397.09	397.09	397.09	393.76	0.24	0.0	0.0	0.0	0.97

1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09	393.76	0.25	0.0	0.0	0.0	0.96

1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09	393.76	0.23	0.0	0.0	0.0	1.07

1	397.09	397.09	397.09	397.09	393.76	0.24	0.0	0.0	0.0	1.0

1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09	393.76	0.23	0.0	0.0	0.0	1.04

1	397.09	397.09	397.09	397.09	393.76	1.15	0.0	0.0	0.0	7.49

1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09	393.76	0.72	0.0	0.0	0.0	1.15

1	397.09	397.09	397.09	397.09	393.76	0.43	0.0	0.0	0.0	1.26

1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09	393.76	0.64	0.0	0.0	0.0	69.21

1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09	393.76	0.74	0.0	0.0	0.0	122.75

1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09
1	397.09	397.09	397.09	397.09	393.76	1.26	0.0	0.0	0.0	173.42

1	397.09	397.09	397.09	397.09	390.61	0.25	0.0	0.0	0.0	2.98

1	7388.4	7388.4	7388.4	7388.4	6746.37	0.26	0.0	0.0	0.0	5.31

1	7388.4	7388.4	7388.4	7388.4	6746.37	0.26	0.0	0.0	0.0	9.38

1	7388.4	7388.4	7388.4	7388.4	6746.37	0.24	0.0	0.0	0.0	9.58

1	7388.4	7388.4	7388.4	7388.4	6746.37	0.23	0.0	0.0	0.0	9.28

1	7388.4	7388.4	7388.4	7388.4	6746.37	0.24	0.0	0.0	0.0	9.69

1	7388.4	7388.4	7388.4	7388.4
1	7388.4	7388.4	7388.4	7388.4
1	7388.4	7388.4	7388.4	7388.4
1	7388.4	7388.4	7388.4	7388.4	6746.37	0.24	0.0	0.0	0.0	19.74

1	7388.4	7388.4	7388.4	7388.4	6746.37	0.26	0.0	0.0	0.0	17.66

1	7388.39	7388.39	7388.39	7388.39	6746.36	0.26	0.0	0.0	0.0	10.41

1	7388.39	7388.39	7388.39	7388.39	6746.36	0.25	0.0	0.0	0.0	10.17

1	7388.39	7388.39	7388.39	7388.39	6746.36	0.24	0.0	0.0	0.0	1.06

1	7388.39	7388.39	7388.39	7388.39	6746.36	0.23	0.0	0.0	0.0	1.04

1	7388.39	7388.39	7388.39	7388.39	6746.36	0.24	0.0	0.0	0.0	10.14

1	7388.39	7388.39	7388.39	7388.39	6746.36	0.26	0.0	0.0	0.0	1.06

1	397.09	397.09	397.09	397.09	393.76	0.23	0.0	0.0	0.0	1.66
2	4466.77	4466.77	4466.77	4466.77	4318.0	0.0	0.0	0.0	0.0	0.39
3	6202.34	6202.34	6202.34	6202.34	6183.23	0.02	0.0	0.0	0.0	0.17
4	3726.22	3726.22	3726.22	3726.22	3677.15	0.09	0.0	0.0	0.0	0.46
5	5546.79	5546.79	5546.79	5546.79	5509.58	0.01	0.0	0.0	0.0	0.67
6	3853.61	3853.61	3853.61	3853.61	3815.47	0.01	0.0	0.0	0.0	0.33
7	4251.42	4251.42	4251.42	4251.42	4212.3	0.0	0.0	0.0	0.0	2.62
8	5816.76	5816.76	5816.76	5816.76	5777.67	0.02	0.0	0.0	0.0	3.02
9	4977.56	4977.56	4977.56	4977.56	4881.29	0.01	0.0	0.0	0.0	0.45
10	3989.71	3989.71	3989.71	3989.71	3878.11	0.02	0.0	0.0	0.0	2.62
11	4570.89	4570.89	4570.89	4570.89	4542.51	0.01	0.0	0.0	0.0	0.55

1	397.09	397.09	397.09	397.09	393.76	0.24	0.0	0.0	0.0	0.8
2	4466.77	4466.77	4466.77	4466.77	4318.0	0.01	0.0	0.0	0.0	0.82
3	6202.34	6202.34	6202.34	6202.34	6183.23	0.02	0.0	0.0	0.0	0.2
4	3726.22	3726.22	3726.22	3726.22	3677.15	0.09	0.0	0.0	0.0	1.45
5	5546.79	5546.79	5546.79	5546.79	5509.58	0.02	0.0	0.0	0.0	0.35
6	3853.61	3853.61	3853.61	3853.61	3815.47	0.01	0.0	0.0	0.0	0.42
7	4251.42	4251.42	4251.42	4251.42	4212.3	0.02	0.0	0.0	0.0	7.67
8	5816.76	5816.76	5816.76	5816.76	5777.67	0.02	0.0	0.0	0.0	7.18
9	4977.56	4977.56	4977.56	4977.56	4881.29	0.01	0.0	0.0	0.0	0.52
10	3989.71	3989.71	3989.71	3989.71	3878.11	0.02	0.0	0.0	0.0	1.06
11	4570.89	4570.89	4570.89	4570.89	4542.51	0.01	0.0	0.0	0.0	0.68

1	397.09	397.09	397.09	397.09	393.76	0.23	0.0	0.0	0.0	2.7
2	4466.77	4466.77	4466.77	4466.77	4318.0	0.01	0.0	0.0	0.0	0.4
3	6202.34	6202.34	6202.34	6202.34	6183.23	0.01	0.0	0.0	0.0	0.19
4	3726.22	3726.22	3726.22	3726.22	3677.15	0.09	0.0	0.0	0.0	0.37
5	5546.79	5546.79	5546.79	5546.79	5509.58	0.01	0.0	0.0	0.0	0.63
6	3853.61	3853.61	3853.61	3853.61	3815.47	0.01	0.0	0.0	0.0	0.35
7	4251.42	4251.42	4251.42	4251.42	4212.3	0.02	0.0	0.0	0.0	1.59
8	5816.76	5816.76	5816.76	5816.76	5777.67	0.01	0.0	0.0	0.0	2.21
9	4977.56	4977.56	4977.56	4977.56	4881.29	0.02	0.0	0.0	0.0	0.43
10	3989.71	3989.71	3989.71	3989.71	3878.11	0.01	0.0	0.0	0.0	2.53
11	4570.89	4570.89	4570.89	4570.89	4542.51	0.02	0.0	0.0	0.0	0.56

1	783.82	783.82	783.82	783.82	780.35	0.28	0.0	0.0	0.0	0.48
2	886.25	886.25	886.25	886.25	881.3	0.1	0.0	0.0	0.0	0.39
3	625.16	625.16	625.16	625.16	616.69	0.02	0.0	0.0	0.0	0.54
4	520.1	520.1	520.1	520.1	513.49	0.04	0.0	0.0	0.0	1.2
5	751.29	751.29	751.29	751.29	748.48	0.04	0.0	0.0	0.0	0.73
6	559.07	559.07	559.07	559.07	555.16	0.05	0.0	0.0	0.0	0.86

1	783.82	783.82	783.82	780.35	780.35	0.31	0.0	0.0	0.55	0.29
2	886.25	886.25	886.25	881.3	881.3	0.08	0.0	0.0	0.45	0.39
3	625.16	625.16	625.16	616.69	616.69	0.01	0.0	0.0	0.56	0.49
4	520.1	520.1	520.1	513.49	513.49	0.02	0.0	0.0	0.95	1.46
5	751.29	751.29	751.29	748.48	748.48	0.02	0.0	0.0	0.93	0.74
6	559.07	559.07	559.07	555.16	555.16	0.03	0.0	0.0	1.26	0.9

1	783.82	783.62
1	783.82	783.62	783.62	783.61	780.35	780.35	0.24	0.33	2.63	4.77	0.37	0.3
2	886.25	886.25	886.25	886.25	881.3	881.3	0.1	0.14	3.32	0.41	0.47	0.46

1	45.0	45.0	45.0	45.0	45.0	45.0	0.3	0.06	0.95	0.07	0.09	0.08
2	40.5	40.5	40.5	40.5	40.5	40.5	0.02	0.03	0.64	1.3	0.08	0.09
3	45.0	45.0	45.0	45.0	45.0	45.0	0.01	0.02	0.6	0.16	0.15	0.09
4	7388.39	7148.27	7021.29	7021.29	6746.36	6746.36	0.02	0.05	1.22	2.34	0.74	4.95
5	7388.4	7148.27	7021.3	7021.3	6746.37	6746.37	0.0	0.05	1.02	2.59	0.46	5.48
6	397.09	393.76	393.76	393.76	393.76	393.76	0.09	0.04	0.78	1.54	0.64	3.96
7	397.09	390.61	390.61	390.61	390.61	390.61	0.01	0.12	0.86	1.81	0.67	3.52

6	397.09	393.76	393.76	393.76	393.76	393.76	0.23	0.1	3.21	1.89	0.86	4.09

6	397.09	397.09	397.09	397.09	397.09	393.76	0.53	0.0	0.0	0.0	0.0	4.1

6	397.09	397.09	397.09	397.09	397.09
6	397.09	397.09	397.09	397.09	397.09
6	397.09	397.09	397.09	397.09	397.09
6	397.09	397.09	397.09	397.09	397.09
6	397.09	397.09	397.09	397.09	397.09
6	397.09	397.09
6	397.09	397.09	397.09	397.09	397.09	393.76	0.24	0.0	0.0	0.0	0.0	2.02

1	45.0	45.0	45.0	45.0	45.0	45.0	0.2	0.07	0.88	0.07	0.1	0.08
2	40.5	40.5	40.5	40.5	40.5	40.5	0.01	0.03	0.6	1.29	0.08	0.08
3	45.0	45.0	45.0	45.0	45.0	45.0	0.01	0.03	0.64	0.14	0.16	0.07
4	7388.39	7148.27	7021.29	7021.29	6746.36	6746.36	0.01	0.06	1.04	1.96	0.73	0.84
5	7388.4	7148.27	7021.3	7021.3	6746.37	6746.37	0.01	0.04	0.98	1.91	0.46	1.05
6	397.09	393.76	393.76	393.76	393.76	393.76	0.07	0.04	0.77	1.53	0.63	1.44
7	397.09	390.61	390.61	390.61	390.61	390.61	0.01	0.04	0.83	1.61	0.7	1.46

1	45.0	45.0	45.0	45.0	45.0	45.0	0.22	0.08	0.98	0.08	0.09	0.08
2	40.5	40.5	40.5	40.5	40.5	40.5	0.01	0.03	0.61	1.31	0.08	0.08
3	45.0	45.0	45.0	45.0	45.0	45.0	0.01	0.02	0.58	0.14	0.15	0.07
4	7388.39	7148.27	7021.29	7021.29	6746.36	6746.36	0.02	0.05	0.97	1.97	0.74	0.83
5	7388.4	7148.27	7021.3	7021.3	6746.37	6746.37	0.01	0.05	1.02	1.95	0.49	1.12
6	397.09	393.76	393.76	393.76	393.76	393.76	0.08	0.04	0.78	1.58	0.67	1.38

1	45.0	45.0	45.0	45.0	45.0	45.0	0.24	0.07	0.91	0.07	0.09	0.08
2	45.0	45.0	45.0	45.0	45.0	45.0	0.01	0.03	0.63	0.07	0.08	0.08
3	7388.4	7148.27	7021.3	7021.3	6746.37	6746.37	0.01	0.04	1.05	2.07	0.54	1.24
4	7388.39	7148.27	7021.29	7021.29	6746.36	6746.36	0.01	0.04	1.01	2.01	0.71	0.82
5	397.09	393.76	393.76	393.76	393.76	393.76	0.09	0.04	0.78	1.54	0.63	1.27
6	397.09	390.61	390.61	390.61	390.61	390.61	0.01	0.04	0.76	1.52	0.59	1.48

6	397.09	397.09	397.09	397.09	390.61	390.61	0.23	0.0	0.0	0.0	0.95	1.91

6	397.09	397.09	397.09	397.09	390.61	390.61	0.24	0.0	0.0	0.0	0.95	1.65

6	397.09	397.09	397.09	397.09	390.61	390.61	0.24	0.0	0.0	0.0	0.92	1.9

6	397.09	397.09	397.09	397.09	390.61	390.61	0.21	0.0	0.0	0.0	0.88	1.66

6	397.09	397.09	397.09	397.09	390.61	390.61	0.22	0.0	0.0	0.0	0.85	1.68

6	397.09	397.09	397.09	397.09	390.61	390.61	0.24	0.0	0.0	0.0	0.85	1.65

6	397.09	397.09	397.09	397.09	390.61	390.61	0.24	0.0	0.0	0.0	0.87	1.51

6	397.09	397.09	397.09	390.61	390.61	390.61	0.43	0.0	0.0	2.41	0.0	0.0

6	397.09	397.09	397.09
6	397.09	397.09	397.09
6	397.09	397.09	397.09
6	397.09	397.09	397.09	393.76	393.76	393.76	0.26	0.0	0.0	0.66	0.0	0.0

6	397.09	397.09	397.09
1	45.0	45.0	45.0	45.0	45.0	45.0	0.32	0.15	1.02	0.14	0.14	0.09
2	45.0	45.0	45.0	45.0	45.0	45.0	0.07	0.04	0.72	0.11	0.15	0.13
3	7388.4	7148.27	7021.3	7378.94	6746.37	6746.37	0.07	0.1	1.11	0.23	0.69	3.89
4	7388.39	7148.27	7021.29	7378.94	6746.36	6746.36	0.06	0.12	1.21	0.28	0.84	1.49
5	397.09	393.76	393.76	393.76	393.76	393.76	0.12	0.1	0.82	0.25	0.69	0.91
6	397.09	390.61	390.61	393.76	390.61	390.61	0.08	0.04	0.81	0.26	0.65	1.62
